"code","name","type","country","flavor_profile","origin","harvest_season","price_per_kg","price_per_pkg","sold_out","grade","altitude","density","processing_method","variety"
"X10","埃塞俄比亚 班其玛吉 瑰夏 日晒","premium","埃塞俄比亚","芒果、 菠萝与柚子等丰富浓郁的水果风味，纯净的口感，花香尾韵。","Bench Maji","2023","140.0","130.0","False","G1","1600M","875g/l","日晒处理","GEISHA"
"X10-1","埃塞俄比亚 格拉纳庄园 瑰夏 日晒 G1","premium","埃塞俄比亚","草莓，苹果，柠檬等浓烈的水果香气，成熟果实的甜感，清爽复杂的口感。","Gelana","2023","125.0","115.0","False","G1","1600M","906g/l","日晒处理","GEISHA"
"X10-3","埃塞俄比亚 杰拉庄园 G1 水洗（新产季）","premium","埃塞俄比亚","小白花，苹果，成熟甘橘，焦糖风味。","Limu/ Oromia 庄 园： Gera庄园单一农场庄园","2023","98.0","88.0","False","G1","1876-2188M","843g/l","水洗处理","74110"
"X10-4","埃塞俄比亚 耶加雪菲 阿多斯 阿瑞查 水洗G1（TESTI）","premium","埃塞俄比亚","花香，柑橘，水蜜桃， 荔枝，口感干净顺滑。","Idido/ Testi Adorsi Washing Station","2024","113.0","103.0","False","G1","1900-2200M","853g/l","水洗处理","KERUME"
"X10-5","埃塞俄比亚 耶加雪菲 阿瑞查 水洗 G1","premium","埃塞俄比亚","水蜜桃，荔枝，柑橘，干净顺滑。","阿瑞查/阿多斯处理厂（Testi Adorsi Washing Station）","2023","105.0","95.0","False","G1","2150-2250M","887g/l","水洗处理","74110"
"X10-6","埃塞俄比亚 耶加雪菲 库克 水洗 G1","premium","埃塞俄比亚","柑橘、柠檬，高甜，绿茶尾韵，非常干净。","Yirgacheffe KOKE","2023","110.0","100.0","False","G1","1973M","893g/l","水洗处理","74110、74112、74165"
"X10-7","埃塞俄比亚 耶加雪菲 阿多斯 伊迪朵水洗 G1（TESTI）","premium","埃塞俄比亚","花香浓郁，明亮果酸，柑橘，蜂蜜,口感清新。","Idido/ Testi Adorsi Washing Station","2024","110.0","100.0","False","G1","1900-2200M","828g/l","水洗处理","Heirloom"
"X10-8","埃塞俄比亚 耶加雪菲 阿迪朵 G1 水洗","premium","埃塞俄比亚","花香，柠檬,柑橘 ,甜度佳, 干净明亮的BODY。","Idido","2023","100.0","90.0","False","G1","1960M","880g/l","水洗处理","Heirloom"
"X12","桃乐茜.埃塞俄比亚 安娜索拉 酵素水洗","premium","埃塞俄比亚","柠檬，蜜桃，李子，乌龙茶","Ana Dora","2024","235.0","225.0","False","G1","1900 - 2350M","886g/l","酵素水洗","Heirloom"
"X13","桂花窨.埃塞俄比亚 耶加雪菲 科切尔","premium","埃塞俄比亚","桂花，砂糖橘，蔓越莓，杏干，葡萄干，蜂蜜，普洱茶。","Kochere","2023","218.0","205.0","False","G1","1800-1930M","840g/l","水洗&桂花古法窨制","Heirloom"
"X14","埃塞俄比亚 西达摩 班莎 艾拉处理厂","premium","埃塞俄比亚","玫瑰花，草莓，甜橙果酱，柑橘， 蓝莓 。","Bensa/Ayla处理厂Testi Ayla Washing Station","2023","110.0","100.0","False","G1","1800 - 2000m","850g/l","水洗处理","74110 & 74158"
"X15","埃塞俄比亚 西达摩 班莎 全红果 水洗G1","premium","埃塞俄比亚","花香，柑橘，草莓，高甜感，荷叶茶尾韵。","Bensa/Shantawene圣塔维尼","2023","115.0","105.0","False","G1","2080 - 2160M","835g/l","水洗处理","74158"
"X16","埃塞俄比亚 西达摩 G1 古齐 乌拉嘎 水洗","premium","埃塞俄比亚","茉莉花香、蓝莓的甜味气息里带有柠檬香、柑橘酸，柔滑绵密的口感、浓郁甜美。","Guji URAGA","2023","100.0","90.0","True","G1","1800 - 2000m","864g/l","水洗处理","Heirloom"
