"code","name","type","country","flavor_profile","origin","harvest_season","price_per_kg","price_per_pkg","sold_out","grade","altitude","density","processing_method","variety"
"X8","埃塞俄比亚 西达摩G1 日晒 小粒花魁","premium","埃塞俄比亚","玫瑰花香，草莓，杏桃，甜橙，水果糖，哈蜜瓜，层次丰富，果汁、草莓酱余韵悠长。","GUJI/ HAMBELA","2024","130.0","120.0","False","G1","2200 - 2350M","888g/l","日晒处理","Heirloom"
"X8-1","埃塞俄比亚 ALO定制系列 罕贝拉 花魁 日晒","premium","埃塞俄比亚","红色花香，水蜜桃，柑橘，水果糖，佛手柑。","GUJI/ HAMBELA","2024","120.0","108.0","False","G1","2200 - 2350M","883g/l","日晒处理","Heirloom"
"X8-2","埃塞俄比亚 罕贝拉G1 花魁 圆豆","premium","埃塞俄比亚","茉莉花，柠檬草，葡萄柚，甜橙，蜂蜜，红茶。","GUJI/ HAMBELA/Buku ABEL","2024","110.0","100.0","False","G1","2200 - 2350M","895g/l","水洗处理","Heirloom"
"X9","埃塞俄比亚 西达摩G1 花魁日晒（2024新产季）","premium","埃塞俄比亚","玫瑰花香，水蜜桃果味，草莓糖，荔枝，余韵悠长。","GUJI/ HAMBELA","2024","120.0","110.0","False","G1","2200 - 2350M","885g/l","日晒处理","Heirloom"
"X9-1","埃塞俄比亚 西达摩G1 花魁日晒","premium","埃塞俄比亚","玫瑰花香，热带水果，香气浓郁，高甜，百香果，水蜜桃，蓝莓，余韵悠长。","GUJI/ HAMBELA","2023","105.0","95.0","False","G1","2200 - 2350M","898g/l","日晒处理","Heirloom"
"X9-2","埃塞俄比亚 ALO系列 西达摩 班莎 G1 日晒","premium","埃塞俄比亚","花香，黑巧克力，甘蔗，荔枝香气，高甜，口感圆润饱满。","西达摩 Bansa","2023","110.0","100.0","False","G1","2080 - 2160M","910g/l","日晒处理","74158"
"X9-3","埃塞俄比亚 西达摩 古齐 G1日晒 蓝色赫拉","premium","埃塞俄比亚","热带水果调性，红酒，柠檬，柑橘香，花香。","Guji uraga","2024","105.0","95.0","False","G1","1950-2250M","880g/l","日晒处理","Heirloom"
"X9-5","埃塞俄比亚 戈里森林 南布尔沙庄园 瑰夏 日晒","premium","埃塞俄比亚","花香，甜杏桃，凤梨，莓果，风味干净，口感顺滑。","Bench Maji/South Bursha Farm","2023","130.0","120.0","False","G1","1900-2100M","898g/l","日晒处理","GEISHA"
"X9-6","埃塞俄比亚 班奇马吉 瑰夏G1 日晒（2024新产季）","premium","埃塞俄比亚","花香，柑橘，杮子，热带水果风味，蜂蜜，甜感强。","Bench Maji","2024","145.0","135.0","False","G1","1600M","855g/l","日晒处理","GEISHA"
"X10","埃塞俄比亚 班其玛吉 瑰夏 日晒","premium","埃塞俄比亚","芒果、 菠萝与柚子等丰富浓郁的水果风味，纯净的口感，花香尾韵。","Bench Maji","2023","110.0","100.0","False","G1","1600M","875g/l","日晒处理","GEISHA"
"X10-1","埃塞俄比亚 格拉纳庄园 瑰夏 日晒 G1","premium","埃塞俄比亚","草莓，苹果，柠檬等浓烈的水果香气，成熟果实的甜感，清爽复杂的口感。","Gelana","2023","125.0","115.0","False","G1","1600M","906g/l","日晒处理","GEISHA"
"X10-2S","埃塞俄比亚 班其玛吉 瑰夏 G1 水洗（2024TOH6同批次）","premium","埃塞俄比亚","花香,柑橘, 细腻果酸，浓郁的水果风味，口感干净平衡。","Bench Maji","2024","145.0","135.0","False","G1","1650M","842g/l","水洗处理","GEISHA"
"X10-2T","埃塞俄比亚 卡法森林 瑰夏 水洗 G1","premium","埃塞俄比亚","橙子香气，李子， 柑橘酸，青柠，酸质明亮， 绿茶尾韵。","卡法森林","2024","110.0","100.0","False","G1","1800M","891g/l","水洗处理","GEISHA"
"X10-4","埃塞俄比亚 耶加雪菲 阿多斯 阿瑞查 水洗G1（TESTI）","premium","埃塞俄比亚","花香，柑橘，水蜜桃， 荔枝，口感干净顺滑。","Idido/ Testi Adorsi Washing Station","2024","113.0","103.0","False","G1","1900-2200M","853g/l","水洗处理","KERUME"
"X10-5","埃塞俄比亚 耶加雪菲 阿瑞查 水洗 G1","premium","埃塞俄比亚","水蜜桃，荔枝，柑橘，干净顺滑。","阿瑞查/阿多斯处理厂（Testi Adorsi Washing Station）","2023","105.0","95.0","False","G1","2150-2250M","887g/l","水洗处理","74110"
"X10-7","埃塞俄比亚 耶加雪菲 阿多斯 伊迪朵水洗 G1（TESTI）","premium","埃塞俄比亚","花香浓郁，明亮果酸，柑橘，蜂蜜,口感清新。","Idido/ Testi Adorsi Washing Station","2024","110.0","100.0","False","G1","1900-2200M","828g/l","水洗处理","Heirloom"
"X10-8","埃塞俄比亚 耶加雪菲 阿迪朵 G1 水洗","premium","埃塞俄比亚","花香，柠檬,柑橘 ,甜度佳, 干净明亮的BODY。","Idido","2023","95.0","85.0","False","G1","1960M","880g/l","水洗处理","Heirloom"
"X10-9","埃塞俄比亚 科切尔 牧羊人 水洗 G1","premium","埃塞俄比亚","花香气明显，蜂蜜香草，樱桃酸不刺激，蜂蜜、高级榛果、白柚风味、甜感细腻，余味蜂蜜甜与樱桃果酸很融合且持久。","Kochere/Gedeo","2024","120.0","110.0","False","G1","1800-2200M","882g/l","水洗处理","Heirloom"
"X11","埃塞俄比亚 耶加雪菲 科切尔 碧罗亚 水洗G1","premium","埃塞俄比亚","茉莉花，酸质明亮，茶感好，口感干净顺滑。","科切尔 / Beloya处理厂","2024","110.0","100.0","False","G1","1950M","850g/l","水洗处理","Heirloom"
"X11-1","埃塞俄比亚 耶加雪菲 沃卡 水洗（2020年COE第26名）","premium","埃塞俄比亚","花香明显，愉悦的香气，柑橘，番石榴，莓果，口感干净。","worka/chellba处理厂","2024","110.0","100.0","False","G1","1950-2100M","870g/l","水洗处理","Heirloom"
"X12","桃乐茜.埃塞俄比亚 安娜索拉 酵素水洗","premium","埃塞俄比亚","柠檬，蜜桃，李子，乌龙茶","Ana Dora","2024","235.0","225.0","False","G1","1900 - 2350M","886g/l","酵素水洗","Heirloom"
"G2-2","空运红标批次026 埃塞俄比亚 瑰夏村","premium","埃塞俄比亚","莓果，柠檬，热带水果风味，枫糖，高甜。","Dimma地块","2024","365.0","345.0","False","G1","1966--2019M","905g/l","蜜处理","Illubabor Gesha"
"G2-3","埃塞俄比亚 瑰夏村 Gori 瑰夏种","premium","埃塞俄比亚","黑布林，桃子，红苹果，梨，柑橘，红糖，甜度佳。","Shaya地块","2023","338.0","320.0","False","G1","1926--2011M","852g/l","日晒处理","Gori 瑰夏种"
"G2-4","埃塞俄比亚 瑰夏村 Illubabor Forest","premium","埃塞俄比亚","花香，果酱，橘子，热带水果风味，甜瓜，高甜，丰富多变的滋味。","Dimma地块","2023","338.0","320.0","False","G1","1966--2019M","867g/l","日晒处理","Illubabor Gesha"
"G2-6","埃塞俄比亚 瑰夏村 Gori Gesha","premium","埃塞俄比亚","茉莉花，柠檬，橙子，橘子，风味清新，口感干净。","Bangi地块","2023","348.0","330.0","False","G1","1911—2001M","881g/l","水洗处理","Gori Gesha"
"G3","埃塞俄比亚 瑰夏村 Illubabor Forest","premium","埃塞俄比亚","柑橘，柠檬，热带水果，蜂蜜，高甜度，绿茶。","Gaylee地块","2023","225.0","210.0","False","G1","1966--2000M","846g/l","日晒处理","Illubabor Forest"
"G3-1","埃塞俄比亚 瑰夏村 Gori Gesha","premium","埃塞俄比亚","樱桃，黄柠檬，油桃，苹果酸质。","Bangi地块","2024","235.0","220.0","False","G1","1911--2001M","832g/l","日晒处理","Gori Gesha"
"G3-2","埃塞俄比亚 瑰夏村 Illubabor Forest","premium","埃塞俄比亚","青苹果，蔓越莓，花香，苹果酸，油桃，桃子，玫瑰。","Gaylee地块","2023","225.0","210.0","False","G1","1916--1982M","890g/l","日晒处理","Illubabor Forest"
"G3-4","埃塞俄比亚 瑰夏村 Gori Gesha","premium","埃塞俄比亚","花香，树莓，橙子，芒果， 甜感佳。","Shaya地块","2024","235.0","220.0","False","G1","1926--2011M","871g/l","蜜处理","Gori Gesha"
"G4S","埃塞俄比亚 西达摩 卡拉茉 2024TOH日晒冠军批次","premium","埃塞俄比亚","红心芭乐，芒果，黄桃，葡萄干。","Sidama Bura Keramo 处理站 ： Faysel Abdosh","2024","470.0","","False","G1（竞赛级精品）","2000 - 2300M","905g/l","日晒处理","74110/74158"
"G4","埃塞俄比亚 科切尔2024 TOH4 日晒","premium","埃塞俄比亚","水蜜桃，果酒，荔枝，杏桃，红糖甜感，柠檬红茶。","Kochere/ Kore Beloya","2024","135.0","125.0","False","G1","1719M","897g/l","日晒处理","Heirloom"
"G4-1","埃塞俄比亚 2024 TOH3 水洗","premium","埃塞俄比亚","柠檬，柑橘，莓果，樱桃，黄糖，绿茶茶感。","Arach/Molhicha/Mugida","2024","115.0","105.0","False","G1","1943M","880g/l","水洗处理","kurume"
"G4-2","埃塞俄比亚 2024 TOH6 瑰夏 水洗","premium","埃塞俄比亚","花香，柑橘，桃子，蜂蜜，绿茶，高甜感，口感干净顺滑。","Bench Maji/ Kebir","2024","153.0","143.0","False","G1（竞赛级精品）","1650M","861g/l","水洗处理","GEISHA"
"G4-3","埃塞俄比亚 西达摩 班莎 Alo","premium","埃塞俄比亚","木槿花，水果酒，草莓，树莓，酸质活泼，风味丰富。","西达摩 班莎 处理站 ： Alo main station","2024","290.0","","False","G1","2300M+","885g/l","果皮浸渍厌氧（Mosto）","74158"
"G4-4","埃塞俄比亚 西达摩 班莎 Fafcho村","premium","埃塞俄比亚","小红莓，葡萄，红色花香，甜橙干，圆润红茶，蜜饯甜感，甜度高且扎实。","西达摩 班莎 处理站 ： Alo main station","2024","350.0","","False","G1","2280M+","880g/l","蜜处理","74158"
"G4-5","2024空运批次 埃塞俄比亚 古齐 Kebir梨桃花","premium","埃塞俄比亚","花香，水蜜桃，柠檬，红茶，甜感好。","GUJI/Uraga Tebe Haro","2024","188.0","178.0","False","G1","1920 - 2250M","897g/l","日晒处理","74112"
"G7","埃塞俄比亚 耶加雪菲 树上干果日晒 G1","premium","埃塞俄比亚","玫瑰花，茉莉花香，柠檬，红酒，红茶，甜度很高。","GERSE/MPC","2024","180.0","170.0","False","G1","1900--2200M","863g/l","树上干果日晒","Heirloom"
"X1-2","埃塞俄比亚 古齐 G1日晒 精品","premium","埃塞俄比亚","柑橘、杏桃、茉莉花、成熟水果、红茶。","SIDAMO GUJI","2022","81.0","72.0","False","G1","2000-2200M","820g/l","日晒处理","Heirloom"
"X1-3","埃塞俄比亚 班可 果丁丁 G1日晒","premium","埃塞俄比亚","茉莉花,水蜜桃,杏子,柑橘，轻茶感。","Banko Gotiti, Gedeb, Gedeo Zone","2024","122.0","112.0","False","G1","1900-2100M","871g/l","日晒处理","Heirloom"
"X1-4","埃塞俄比亚 耶加雪菲 阿达朵 日晒","premium","埃塞俄比亚","花香，热带水果，葡萄，石榴汁，柠檬，西柚，咖啡花，口感柔和顺滑。","Adado处理厂","2024","110.0","100.0","False","G1","2000-2400M","860g/l","日晒处理","Heirloom"
"X1-6","埃塞俄比亚 耶加雪菲 沃特 孔加 日晒","premium","埃塞俄比亚","茉莉花香，热带水果，波萝蜜，蓝莓，草莓果酱，口感很干净。","Konga 附近的小咖啡种植户","2023","100.0","90.0","False","G1","1850-2050M","890g/l","日晒处理","Heirloom"
"X2-1","埃塞俄比亚 耶加雪菲 阿朵斯 阿瑞查G1 日晒","premium","埃塞俄比亚","紫色葡萄，成熟凤梨，蓝莓，草莓，花香，余韵持久。","阿瑞查/ Testi Adorsi Washing Station","2024","115.0","105.0","False","G1","2150-2250M","873g/l","日晒处理","74110"
"X2-2","埃塞俄比亚 耶加雪菲 库克 日晒 G1","premium","埃塞俄比亚","橘子，橙花香气，水果糖，花香，茶感尾韵，甜感佳，口感干净。","Yirgacheffe KOKE SHALAYE","2023","100.0","90.0","False","G1","1973M","870g/l","日晒处理","74110、74112、74165"
"X2-3","埃塞俄比亚 耶加雪菲 红樱桃 日晒 G1","premium","埃塞俄比亚","凤梨，柑橘，葡萄，焦糖，果汁感。","Yirgacheffe","2023","115.0","105.0","False","G1","2200-2300M","886g/l","日晒处理","Heirloom"
"X2-4","埃塞俄比亚 圣塔维尼 红樱桃计划 G1 日晒","premium","埃塞俄比亚","凤梨，蓝莓，甜橙，枫糖。","DWD 圣塔维尼处理站","2023","140.0","130.0","False","G1","2050M","884g/l","全红果日晒","74158"
"X3","埃塞俄比亚 耶加雪菲 阿瑞查 阿朵斯处理厂","premium","埃塞俄比亚","番石榴，波萝蜜，杨桃，紫葡萄，黑醋粟，肉桂，白兰地.","阿瑞查/Adorsi处理厂","2022","215.0","210.0","False","G1","1950-2100M","858g/l","厌氧日晒(22天日晒)","Heirloom"
"X4-1","埃塞俄比亚 科切尔 牧羊人G1 厌氧日晒","premium","埃塞俄比亚","葡萄，成熟菠萝，百香果酱，柑橘，白花。","Kochere","2023","175.0","165.0","False","G1","1800-2200M","873g/l","厌氧日晒处理","Heirloom"
"X4-2","埃塞俄比亚 古齐 罕贝拉 G1 厌氧日晒","premium","埃塞俄比亚","红酒，桂圆，柑橘，热带水果。","GUJI/Hambela","2024","135.0","125.0","False","G1","2050M","823g/l","厌氧日晒处理","Kumie"
"X4-3","埃塞俄比亚 耶加雪菲 果丁丁 日晒","premium","埃塞俄比亚","百香果，草莓，完全的果汁感，香气浓郁，口感干净。","Banko Gotiti / Gedeb","2024","145.0","135.0","False","G1","1900-2200M","831g/l","百香果浸渍处理法","74158/74110"
"X4-4","埃塞俄比亚 歌迪贝 切切里 G1日晒","premium","埃塞俄比亚","花香，草莓脆，水蜜桃，蔓越莓，水果糖，蜂蜜，高甜。","CHELCHELE / GEDEB","2024","145.0","135.0","False","G1","1900-2200M","855g/l","10天冷冻处理法","Heirloom"
"X5-2","埃塞俄比亚 莎克G1 红樱桃计划 黑蜜处理","premium","埃塞俄比亚","高甜度，成熟热带水果，花香。","SHEKA","2023","155.0","145.0","False","G1","2050M","854g/l","黑蜜处理+全红果","Heirloom"
