"name","type","country","flavor_profile","origin","harvest_season","code","price_per_kg","price_per_pkg","grade","altitude","density","processing_method","variety"
"哥斯达黎加 火凤凰庄园 黑玫瑰 厌氧日晒","premium","哥斯达黎加","蓝莓果酱 葡萄 凤梨干 水梨","火凤凰庄园/中央山谷","2023","S10-1","125.0","","SHB","1600M","905g/l","厌氧日晒处理","Caturra"
"哥斯达黎加 马丁帕迪拉处理厂 厌氧日晒","premium","哥斯达黎加","葡萄酒 蓝莓 芒果 桃子酸奶 杏桃 果汁与复杂的酒感","塔拉珠","2022","S10-2","130.0","","SHB","1800M","896g/l","厌氧日晒处理","Villa Lobos薇拉罗伯斯"
"哥斯达黎加 多塔 女神庄园 瑰夏 厌氧日晒 （2023产季）","premium","哥斯达黎加","香瓜 蜂蜜 蓝莓 甜瓜 奶油 甜度高 Body质感佳 层次分明","Dota/女神庄园","2023","S8-2","","","SHB","1800M","852g/l","厌氧日晒","Geisha"
"印度尼西亚 苏门答腊 曼特宁G1","common","印度尼西亚","草药 香料 坚果 巧克力 焦糖 低酸值 醇厚 油脂丰富","苏门答腊","2024","I-2","84.0","","G1","1300-1600M","860g/l","湿刨法","Mandeling"
"印度尼西亚 苏门答腊 GAYO 曼特宁G1 三次手选","common","印度尼西亚","花香 莓果 香料 苏格兰黄油 黑巧克力 坚果 甜度高 干净 高醇厚度","苏门答腊","2024","I-3","85.0","","G1","1300-1700M","873g/l","湿刨法","Mandeling"
"印度尼西亚 苏门答腊 林东 曼特宁 G1 三次手选","common","印度尼西亚","奶油 黑糖 香料 焦糖甜香明显 醇厚度高。","伽优山","2024","I-4","85.0","","G1 TP/三次手选","1400-1600M","849g/l","湿刨法","铁皮卡"
"印度 皇家 罗布斯塔 AA 18目","common","印度","麦芽 黑巧克力 大麦茶 口感干净 味道饱满又扎实。","india","2023","IN-1","51.0","","AA","1200-1350M","851g/l","水洗处理","Robusta"
"India Royale AA Robusta Sc-18","common","India","","","","","","","","","","",""
"越南 罗布斯塔 18目","common","越南","香味浓 香醇 气味独特","Dat Lat","2024","V-1","47.0","","G1","800-1100M","864g/l","日晒抛光","Robusta"
"乌干达 罗布斯塔 18目","common","乌干达","口感纯净 香气浓郁 拼配的最佳选择","Uganda","2024","U-1","54.0","","AA","1500M","813g/l","日晒抛光","Robusta"
"乌干达 布基苏 AA 阿拉比卡 （17/18目）","common","乌干达","坚果香 口感醇厚 干净无杂味","Bugisu","2024","U-2","70.0","","AA","1600M","860g/l","水洗处理","阿拉比卡"
"云南AAA 水洗 （2025新产季）","common","云南AAA","柑橘 坚果 花香 巧克力 红糖。","保山潞江坝","2024","C-1","58.0","","AAA","1350-1600M","850g/l","水洗处理","卡蒂姆"
"云南普洱 日晒 精品","common","云南普洱","酒香 热带水果 可可 黑巧克力 焦糖。","云南普洱","2024","C-2","59.0","","AA","1500-1750M","832g/l","日晒处理","卡蒂姆"
"乌干达 罗布斯塔 15目","common","乌干达","口感纯净 香气浓郁 拼配的最佳选择","Uganda","2024","U-1S","54.0","","AA","1500M","836g/l","日晒抛光","Robusta"
"洪都拉斯 水洗 SHG EP （内袋）","common","洪都拉斯","烤坚果 焦糖饼干 可可 巧克力 果酸。","COPAN","2024","H-1","70.0","","SHG EP","1400M","852g/l","水洗处理","Parainema帕拉伊内马"
"巴布亚新几内亚 哈根山 Y","common","巴布亚新几内亚","甘菊 奶油 黑巧克力 酸度适中 平衡 高甜度 口感厚实。","Mount Hagen","2024","P-4","64.0","","Y","1650M","845g/l","水洗处理","Typica, Caturra"
"巴布亚新几内亚 哈根山 AA","common","巴布亚新几内亚","柑橘 杏仁 番茄 高甜度 口感厚实丰富。","Mount Hagen","2024","P-5","73.0","","AA","1650M","881g/l","水洗处理","Typica, Caturra"
"巴西 喜拉多 甜蜜日晒","common","巴西","坚果 焦糖及巧克力香气持久 高干净度 低酸度 醇厚 甜度高。","Minas cerrado","2024","B-5","79.0","","NY.2","1100M","850g/l","日晒处理","黄卡杜艾，黄ICATU"
"巴西 圣多斯","common","巴西","坚果 巧克力 麦芽 甘甜 入口极为顺滑。","Santos","2024","B-2","79.0","","NY.2","900-1000M","852g/l","日晒处理","Catuai, Acaia"
"巴西 喜拉多 日晒","common","巴西","坚果 奶油 可可 巧克力 甜度高。","CERRADO","2024","B-3","82.0","","NY.2 /FC SS","850-1300M","870g/l","日晒处理","bourbon"
"秘鲁 库斯科 水洗","common","秘鲁","坚果 酸质均衡 醇厚浓郁。","库斯科","2023","PE-1","67.0","","SHB","1450-1600M","856g/l","水洗处理","Typica"
"巴西 14-16目 NY2-3 FC 日晒","common","巴西","坚果 巧克力 麦芽 甘甜。","Santos","2024","B-1","75.0","","NY.2/3","900M-1000M","832g/l","日晒处理","Catuai，Acaia"
"哥斯达黎加 塔拉珠 牧羊女庄园 SHB","common","哥斯达黎加","葡萄柚 百香果 红茶 蓝莓 红糖 牛奶巧克力。","牧羊女庄园","2023","CR-2","74.0","","SHB","1500M-1700M","853g/l","水洗法","Caturra,Caruai"
"危地马拉 微微特南果SHB （2024产季）","common","危地马拉","可可 杏仁 果巧克力 丰富果酸 香味浓郁","HUEHUETENANGO","2024","G-1","81.0","","SHB","1400-2100M","885g/l","水洗处理","Bourbon,Caturra,Catuai"
"COSTA RICA SHB EP","common","COSTA","麦香 焦糖 甜香 黑巧克力 柑橘。","","2024","CR-3","79.0","","SHB","1200M-1500M","887g/l","水洗处理","Caturra,Caruai"
"危地马拉 微微特南果SHB （内袋）","common","危地马拉","可可 杏仁 果巧克力 丰富果酸 香味浓郁","HUEHUETENANGO","2023","G-1S","79.0","","SHB","1400-2100M","885g/l","水洗处理","Bourbon,Caturra,Catuai"
"肯尼亚 麒麟雅加 AB FAQ","common","肯尼亚","白色花香 小番茄 果汁般醇厚 甜感很好。","Kirinyaga","2024","K-1","74.0","","AB FAQ","1500M","878g/l","水洗处理","SL34"
"哥伦比亚 慧兰 苏帕摩","common","哥伦比亚","坚果类 巧克力和焦糖的湿香 风味十足 口味香醇。","HUILA","2024","CB-1","84.0","","Supremo","1300-1800M","881g/l","水洗处理","Caturra"
"哥伦比亚 麦德林 苏帕摩","common","哥伦比亚","甜橙 坚果 巧克力 酸甜平衡感好 香气足","Medellin","2024","CB-2","84.0","","Supremo","1500M","877g/l","水洗处理","Caturra"
"坦桑尼亚 南部 姆贝亚 AA","common","坦桑尼亚","柑橘 莓果 坚果 蜂蜜 口感柔和酸度丰富 香浓。","Mbeya","2024","T-2","68.0","","AA","1500M","851g/l","水洗处理","Bourbon"
"坦桑尼亚 南部 姆贝亚 AAA","common","坦桑尼亚","柑橘 莓果 坚果 蜂蜜 口感丰富 香浓 醇厚。","Mbeya","2024","T-1","74.0","","AAA","1500M","825g/l","水洗处理","Bourbon"
"坦桑尼亚 南部 姆贝亚 A","common","坦桑尼亚","柑橘 莓果 坚果 蜂蜜 口感柔和酸度丰富 风味干净。","Mbeya","2024","T-3","66.0","","AB","1200-1500M","835g/l","水洗处理","Bourbon"
